314900,305000
598000,585000
387000,381000
,
,
697000,695000
289000,280000
449900,435000
,
579000,582000
390000,380000
559000,551000
,
450000,415000
339000,313500
499000,445000
422000,407000
,
,
359000,327500
503000,489000
569000,569000
429000,408250
,
,
,
,
,
665000,630000
,
,
435000,425000
,
,
267000,269000
549000,530000
379500,368000
499000,500000
349000,349000
449000,435000
489000,474000
447000,430000
489900,495000
450000,443000
425000,420000
457000,457000
499000,499000
574499,574499
449000,435530
474000,443000
,
,
345000,335000
,
439000,413000
,
476000,468000
430000,430000
268000,265000
449000,428000
439000,436000
539000,530000
450000,450000
359000,261000
355000,375000
529000,506000
849000,851000
,
369000,355000
419000,417000
525000,490000
589000,575000
,
,
,
374000,364000
,
449500,449500
,
369900,345200
769000,760000
825000,812500
315000,276000
919000,909000
,
869999,869900
599000,600000
,
439000,425000
365000,345000
429000,429000
415000,405000
439000,418000
499000,475000
,
499000,499000
439000,422000
,
,
800000,760000
589000,584000
265000,249000
,
498000,480000
450000,429000
518000,470000
399900,335000
,575000
449000,440000
795000,795000
785000,750000
525000,525000
520000,500000
680000,628000
710000,680000
370000,357000
480000,440000
,
600000,
,
849000,780000
700000,
725000,725000
779000,740000
385000,365000
639500,610000
372000,316650
698750,660000
755000,700000
650000,
335000,328000
429000,395000
419000,380000
419000,370000
700000,690000
675000,
589000,
519000,505000
895000,870000
389999,387000
350000,340000
489000,420000
750000,340000
549000,500000
545000,460000
258000,
173000,169000
271000,255000
160000,
,
234900,230000
329000,
,
259000,250000
244000,237000
265000,263000
240000,235000
209000,
189000,
279000,267000
163000,
144900,
165500,158000
269500,
173000,173000
312000,305000
224000,
234000,230000
314000,314000
159900,153500
299000,295000
239500,235000
224000,220000
284000,272000
162000,159000
244900,242000
245000,
169000,
215000,215000
169000,
259000,255000
,
319900,319900
199000,192000
235000,235000
279000,268000
235000,
245000,245000
189000,180000
294000,285000
329000,300000
,
153000,151000
254900,248000
171900,165000
379000,377500
258000,252000
207000,203000
,
172000,167000
,
278000,260000
280000,275000
,
259000,252500
212000,205000
329000,320000
230000,225000
278000,278000
279000,270000
309900,298000
259000,253000
220000,210000
259000,257000
357000,340000
317000,623000
,
,
132000,129000
175000,172000
359900,340000
274500,265000
345000,335000
237000,232000
240000,238500
231000,221000
,
290000,291000
178000,
218000,215500
207000,205000
149900,145000
179000,175000
259000,253500
249000,245000
199900,195000
214500,205000
,
239900,225000
525000,330000
,
193500,191000
199900,195000
225000,220000
235000,229500
369500,369500
190000,185000
214900,210000
294500,280000
327500,325000
159900,151000
153500,151500
159500,156000
249000,245000
229000,168961
225000,220000
347000,338000
289000,275000
319000,309000
,
224000,216000
289900,281000
314000,305000
204900,202000
239000,233000
274000,274000
229000,210000
145000,140000
249000,242500
217000,218000
369000,360000
254000,245000
238000,238000
150000,143000
339000,339000
314000,317000
239000,230000
319000,319000
229000,225000
222000,200000
209500,205000
274900,274000
262000,255000
249000,242000
309000,295000
440000,440000
,
369000,353000
266900,258000
275000,265000
,
399000,390000
185000,182000
,
209700,205000
289900,285000
249000,215000
316000,316000
265000,255000
254000,250000
245000,236500
139900,139900
399999,390000
389000,375000
212000,190000
256500,242000
309900,300000
204000,190000
314900,300000
365000,355000
139900,139900
,
,
,
289000,279000
221900,217500
238000,225000
,
232500,227500
279000,271000
233900,230000
214000,207000
232000,227500
359000,340000
,
335000,323000
259900,259900
319000,300000
368000,296500
400000,375000
,
307000,295000
,
194000,185000
234900,230500
249500,237000
239900,232000
249900,236000
249900,237500
310000,302000
199500,198000
275000,268500
178000,173000
369000,355000
297000,275000
268500,268500
368000,355000
,
299000,285000
209990,203000
247000,240000
319900,309000
146000,141000
155000,154000
,
460000,455000
349000,
269000,269000
349900,346250
264000,245000
,
299000,299000
,
105000,106000
385000,362500
286000,284000
269000,260000
,
264000,258000
349000,346000
289000,280000
281000,271000
,
,
249500,228000
190000,137500
249900,230000
153900,149000
,
269500,249000
231900,225000
194900,195000
229000,
319000,310000
144000,122000
,
199500,197500
135000,
325000,310000
189000,185000
155000,155000
159000,159000
189900,181000
192000,
315000,290000
359000,359000
239000,233000
205900,198000
284500,
,
148900,138000
245000,230000
229000,204000
249000,245000
199500,193000
248000,245000
157000,157000
289900,286000
208000,208000
,
,
,
289000,285000
259000,248000
239000,230000
205000,201000
239000,239000
,
359000,349000
242000,232000
259900,255000
229000,229000
,
185000,180000
,
235000,217000
249000,227500
224900,210000
199900,190000
,
231900,226000
,
238000,220000
,
,
209000,205000
234900,228000
249900,245250
,
229000,210000
,
,
,
,
,
189500,184500
159000,154000
178000,168000
209000,202500
359500,355000
189500,188000
,
299000,
169900,155000
245000,
,
298000,292000
319900,
299000,
259000,250000
315000,302500
,
314000,314000
,
359000,
322000,307000
365000,355000
289000,
138000,135000
260000,255000
279000,
360000,340000
229000,220000
269000,245000
459000,459000
459500,449500
269000,257600
232500,230000
289000,279000
189000,180000
395000,380000
,365000
329000,322000
297000,285000
209000,205000
249000,245000
135900,133500
459000,459000
695000,650000
238500,235000
319000,339000
429000,420000
229000,
,
279000,279000
209000,200000
184900,180000
539000,525000
,
,
229000,238000
198000,190000
254900,240000
285000,275000
,
275000,258000
,
422700,409700
284900,279000
480000,455000
230000,215000
249000,245000
495000,485000
389000,593040
270000,265000
345000,338000
433000,433000
,
,
224500,220000
389000,370000
299000,295000
700000,700000
599000,605000
,
,
245000,240000
695000,675000
,
309000,299000
,
299900,299900
579000,579000
208000,200000
305000,305000
217000,205500
,
589000,595000
214500,205000
289000,280000
519000,519000
334500,331000
,
,
,
296000,288000
349000,342000
419000,432000
325000,305000
,
469000,450000
459000,458000
539000,530000
,
250000,240000
,
335900,324000
333900,320000
189000,195000
219000,210000
430000,420000
79900,74000
186500,184000
295000,291000
425000,395000
295000,275000
779000,725000
279900,265000
249000,240000
369000,360000
269900,265000
,
329000,329000
268000,263000
279000,260000
385000,375000
359000,330000
197000,186000
249000,247000
,
,
224900,219900
179500,165000
334000,334000
,
218000,235500
289000,283000
245000,241500
719000,690000
,
274500,260000
195000,191000
278000,265700
289000,275000
249900,249900
658800,650000
229900,228000
,
510000,485000
435000,460000
389000,366714
239000,230000
399000,385000
429000,410000
398000,390000
312000,290000
389000,
410000,400000
399000,385000
,
,
135000,135000
409000,
,
329000,320000
216000,215000
229000,
189000,182000
177000,163000
,
175000,170000
249900,
279900,273000
165000,159000
255000,247000
292000,278000
407000,400000
410000,400000
385000,375000
469900,465000
273000,270000
314500,300000
312000,282500
232000,228000
439000,412000
239000,222000
,
215000,202000
289000,277000
,
,
199500,199000
203900,195500
206900,206900
195000,195000
,
262995,291000
229000,224000
,
,
259000,228500
254700,245000
237900,221500
269000,264000
349900,320000
,
234900,224000
319000,299000
216500,207000
,
,
,
239000,225000
775000,745000
,
232000,225000
239900,236500
385000,380000
385000,365000
221000,221000
287000,280000
304000,290000
295000,282000
195000,
170000,160000
279500,272000
215000,207000
319500,314000
369500,
399999,
359900,345000
,
,
,
237000,237000
439000,400000
319000,319000
389900,370000
182000,
369000,
279000,270000
369900,359900
389000,384500
,
244900,235000
,
369000,359000
260000,
600000,540000
189000,185000
339000,325000
214000,212500
298000,288000
319000,309000
269000,255000
395000,
,
487000,
,
215000,215000
469000,
244000,237000
309900,300000
224000,217000
489000,465000
385000,385000
199900,195000
289000,180000
396000,396000
249000,236000
439000,402500
179500,150000
409000,395000
267500,267500
349000,338695
191000,
374000,365000
234500,228000
335000,315000
339000,334000
299000,279000
,
319000,319000
569000,552000
375000,370000
,
334000,
345000,318000
299000,292500
,410000
289000,265000
379000,379000
,
769000,799000
349000,356000
245000,232000
315000,295000
369000,367000
369000,340000
,
,
440000,435000
339000,329400
309000,298000
319000,287500
199500,190000
,
329000,325000
,
319000,305000
,
289000,282000
399900,395000
269000,255000
275000,262000
,
525000,510000
299000,288500
383000,383000
435000,435000
325000,330000
509000,475000
,
284000,287000
355000,345000
,
254000,246000
,
,
180000,168000
789000,772000
279000,272000
310000,305000
715000,655000
385000,379000
,
,
415000,400000
459500,440000
,
239500,239500
515000,490000
277000,260000
369500,365000
409000,387000
,
432900,417000
,
264000,250000
,
359000,347500
287000,285000
699000,348000
289000,285000
329000,317000
389500,385000
347000,340000
,
296500,284000
349000,324500
,
,
,
780000,
434000,420000
455000,430000
,
,
329000,315000
229000,
350000,310000
549000,515000
255000,260000
339000,335000
254000,240000
299000,302000
569000,550000
349000,
264000,
332000,
237500,230000
258000,250000
289000,
280000,
250000,250000
309500,
348500,348500
399000,375000
,
249900,
224500,225000
244900,234900
229900,
,
299000,285000
224900,220000
319000,292500
229900,222500
199995,200500
228000,224000
238900,230000
179000,
225000,221650
285000,276000
209000,204000
279000,272000
235000,229700
274900,267500
229000,218500
149000,145700
238000,228000
339000,325000
379000,360000
279000,251500
169000,164500
239000,235000
242000,228400
248000,230000
240000,234000
289000,286500
169900,169000
269000,259000
229900,230000
229500,216000
154000,154000
254900,248000
399000,389000
199900,191000
264900,250000
333000,340000
359000,355000
259000,250000
324900,313000
234000,225000
,
265299,257000
275000,265500
274900,270000
149900,149900
,
199000,190000
264900,253000
,
261900,260000
225000,214000
263000,255000
259000,250500
219500,195000
229900,222500
263000,254000
,
264000,258000
199000,176250
235000,225000
,
133000,129300
329000,325000
214900,210500
324900,325000
276500,267500
265000,265000
,
199000,197000
159000,151500
323900,315500
184500,180000
,
339000,345000
185000,202000
219000,210000
319000,302000
263000,242000
240000,240000
,
299000,280000
240000,240000
,
189900,180000
179900,173500
333000,318000
299000,295000
124000,
219900,
,
249000,230000
139000,139000
,
170000,173000
259000,
249900,243000
165000,
269000,261000
284900,
235000,225000
229900,219500
120000,120000
189000,186000
319000,305000
192000,190000
,116900
275000,265000
250000,242000
245000,249000
359000,350000
227000,220000
169500,169000
299000,287000
143000,138500
349900,330000
189900,181000
199900,200000
229900,225000
310000,310000
127000,121551
239000,235000
,
245000,240000
248900,248000
284500,284000
345000,330000
229500,229000
157900,148000
245000,238000
184900,167000
,286000
317000,310000
235000,218000
188000,188000
,
,
309000,292000
,
160000,151000
214000,202500
218900,210000
209999,219000
329000,320000
259000,253000
,
,
229900,225000
219000,219000
,
,
329000,314000
282500,275000
,
,
296000,
305000,300000
235000,185000
369000,361000
,
269000,262000
,
209000,200000
237500,235000
189900,185000
,
309000,302000
230000,220000
129900,120000
294500,285000
309000,284500
325000,319000
,
209000,205000
,
214900,210000
379000,368000
,
136000,136000
223900,214500
239000,228000
229000,218000
232000,228000
208500,204500
295000,
229900,218000
215000,215000
219000,
195000,189000
205000,
169900,169900
219000,219000
144900,
159000,
164900,164900
235000,228000
295000,295000
319000,305000
,
295000,290000
164900,161500
,
269000,
209000,205000
229000,
117900,
234900,226000
229000,
206000,202000
161000,160000
189500,180000
289000,283000
259000,250000
239000,234500
185000,
339000,329000
224000,215000
209900,205000
169000,165000
,
208900,195000
,
209000,207000
,
219000,215000
199000,193500
159900,159900
219000,216000
199900,192000
245000,248000
254900,
149000,142000
227000,225000
219500,
208000,202500
143000,145500
298000,283000
,
219000,210000
179900,
208000,203000
212900,205500
249000,249000
289000,287000
249500,245000
199000,199000
217900,210000
199000,196000
159900,156000
267500,263000
315000,300000
179000,177000
203000,203000
229000,221000
179000,177000
219000,210000
239500,230000
184900,177000
217500,210000
174900,170000
159900,154000
219000,216000
227500,215000
347000,336000
224900,214000
225000,215000
259000,
274000,269000
174900,173000
289000,237000
197000,190000
199000,180000
165000,158500
,
199000,195000
195500,190000
195000,190100
203000,197000
230000,221000
139900,137000
179000,176000
215000,215000
189900,186000
179000,174500
176000,173000
209000,205000
209000,205000
269000,262000
185000,178500
189500,191000
212000,209000
273000,257000
294000,294000
,
239000,225000
214900,205000
249900,249900
195000,188000
209000,204000
195000,187500
199000,
299900,298000
224000,219000
185000,180000
249000,239000
215000,205000
267000,265000
219500,217000
149900,145000
230000,222000
199000,
260000,260000
249000,241000
,157000
329999,279900
219000,206500
279000,275000
239900,236900
209000,212000
147400,136000
215000,210000
269000,260000
219900,
219000,219000
145000,
244900,252000
250000,250000
324500,313000
289000,278000
229000,218000
214000,207000
215000,210000
199000,199000
279900,277000
249000,249000
185000,160000
199999,
244900,241000
174900,172500
238900,235000
175000,182000
189900,184000
,
229000,220000
199000,175000
215000,210000
224500,220000
234900,218000
259000,255000
280000,275000
189000,185000
260000,252000
,
225000,220000
218000,
244000,240000
259000,254000
214000,195000
199000,195000
229000,230000
249000,249000
,
284000,278000
249000,249000
193000,185000
289000,265000
309900,295000
233900,228000
204000,211000
225000,215000
310000,295000
185000,184000
207000,202000
246000,
190000,185000
395000,397000
229900,229000
319000,319000
232000,220000
395000,380000
217000,217000
350000,350000
299000,296000
200000,197000
159300,150000
285000,270000
229000,224000
264000,259000
,
206500,204000
249900,245000
249900,246000
279000,278500
274900,268000
214000,210000
219000,217000
289000,290000
218000,218000
269900,263500
215000,220000
299992,305000
369900,356000
339000,329500
276000,273000
229900,229900
239000,233500
184900,179000
,
,
,
215000,210000
242000,237500
354900,346000
,
,
229000,224500
214500,205000
185000,180000
208000,204000
,
245000,230000
234900,230000
239000,237000
249000,247000
199000,185000
245000,230000
304000,290000
199900,193000
245000,241000
172000,157000
,
223000,219000
224900,220000
269000,251500
309000,297000
299000,278000
215900,215900
205000,203000
199000,193000
255000,252000
157000,156000
269000,265000
219000,215000
248000,228500
239900,235000
,
199800,195000
250000,247000
,
,
270000,258000
164900,160000
183000,175000
448000,407500
219000,205000
262000,256750
184000,176500
,
230000,232000
,
,
259000,255000
247000,244000
309900,309000
289000,282500
191000,190000
223000,221500
209900,204000
248000,242000
,
255900,248000
197000,191000
272500,265000
269000,264000
219000,215000
218000,215300
370000,370000
224900,220000
182000,180000
219000,225000
259000,247000
245000,239000
234000,229000
229900,225000
237900,234000
199000,190000
,
219900,215000
169900,155000
165000,160000
199900,192000
,
236900,230000
274500,270000
,
214500,212000
174900,169000
224900,218000
132000,124000
255900,250000
248000,237000
,
239900,230000
188000,180000
199900,199999
169000,165000
289000,280000
439000,432000
374000,364000
249000,235000
212000,206000
234900,229000
249900,246000
355000,345000
249900,249900
209900,203000
249500,245000
249500,138000
,
325000,320000
349000,335000
185000,178000
,
255000,248500
179900,179900
,
212000,209500
,
,
244000,235000
,
229000,225000
299000,299000
238000,232000
,
375000,360000
269000,262000
269000,264500
259000,254000
200000,192000
270000,263500
178000,176000
155900,156000
254900,254900
,
269000,260000
289000,285000
250000,235000
209000,209000
240000,230000
209000,205000
174900,170000
174500,174500
269900,262000
295000,288000
219900,230000
214000,210000
209900,200000
199700,199700
212000,205000
,
249000,249000
,
259000,278000
290000,290000
,
285500,285500
205000,205000
339000,
319000,310000
,
275000,265000
289000,279000
233000,226500
275000,265000
255000,255000
219500,214000
256000,250000
219000,215000
260000,245000
216900,205000
207000,205000
,
195000,190000
224900,219000
,
,
196900,190000
,
199900,199900
228000,228000
319500,319500
209900,203000
309000,310000
184900,178000
279000,280000
217000,212500
,
234900,227500
252500,248000
,
,
209900,205000
306000,300000
254000,252000
214900,207000
234500,227000
239000,225000
220900,216900
274000,273500
295000,285000
195000,187000
274900,283000
239500,233800
256500,254000
219900,215000
309000,305000
359000,370000
199000,208000
212000,207000
179000,170000
,
229500,225000
259000,245000
,
168000,160000
249900,245000
204900,203000
299000,289000
248000,245000
279900,272500
259000,248000
255995,245500
,
,
,
239000,235000
,
299500,299500
250000,248000
268900,266000
260000,260000
329000,327000
211000,211000
179999,173000
310000,311000
233000,228000
208000,212000
165000,152000
264000,264000
225000,220000
,
378000,368000
212500,210000
199900,190000
289000,285000
,
238500,225000
269000,260000
,
369000,360000
257900,252000
265900,258000
154000,142500
329900,329900
,
299000,296000
,
249000,227500
315000,312000
239000,232000
167900,161000
182000,177000
249900,240000
194000,198000
248000,238000
175000,170000
,
,
199999,196000
,
,
265000,260000
224900,220000
,
296000,295000
241000,238000
192000,187000
174900,169000
,
190900,191000
164000,160000
170000,160000
186500,185000
324500,315000
,
215000,209000
259900,250000
234500,231900
270000,260000
,
229900,227000
190000,187000
239000,235000
255000,248500
244900,238000
,
307000,300000
267000,262000
295000,290000
269000,260000
239000,230000
390000,370000
226000,224000
229000,224000
260000,259000
269900,266000
,
364500,332500
264500,255000
114500,114500
268800,268800
289000,282000
244000,236000
235000,211000
219000,212000
217000,217000
325000,320000
,
293000,288000
265000,255000
288000,281000
,
259900,245000
242000,233000
,
,
182000,172000
219000,210000
233900,237000
335000,335000
300000,275000
319000,310000
349000,346000
234000,230000
192500,188500
263000,253000
255000,248241
184500,175000
224500,216000
325000,307500
199000,195000
,
159500,154000
269000,267000
187000,187000
274888,267000
285000,190000
189900,182500
259000,257000
286500,286500
229000,220000
229000,224500
,
300000,300000
239000,228000
205000,200000
191500,184000
229000,224000
295000,287000
176500,169000
209000,209000
135000,130000
229000,219000
142000,135000
299900,296900
198900,198000
,
179900,175000
,
185000,180000
207500,200000
150000,153600
199900,196000
179000,
207000,
217500,210000
179900,166000
137500,130000
199500,197000
197000,197000
219000,214000
224000,218000
169900,169900
,
165000,155000
285000,270000
234900,220000
198000,
224900,221000
220000,210000
239900,235000
159000,156000
125900,122000
234900,
208000,202000
169900,169900
219900,216000
348900,332000
199900,185000
339000,330000
,
199000,193000
249000,
279000,
152900,150000
569000,550000
178500,172000
175000,
174500,167000
284500,279500
209000,204000
299000,290000
189000,186000
319000,
249000,
286000,
224900,217500
324000,
349000,350000
315000,310000
299000,
186000,185000
,
395000,390000
189900,184000
249000,235000
209000,195000
189000,178000
269000,
224000,222500
309000,300000
275000,260000
279500,260000
229000,210000
230000,220000
167000,162000
225000,230000
299000,277000
350000,340000
,
219000,209000
199000,180000
239900,
249000,249000
339000,349000
409000,389000
418000,407000
324000,315000
239000,
339000,318000
249900,
366500,361000
289000,275000
249000,240000
219000,
309000,310000
278000,267000
194900,192000
185000,182000
212500,212500
194900,184000
249500,235000
155000,146000
285000,262000
395000,378000
143000,135000
239000,230000
205000,203000
178500,170000
299000,299000
369500,
179850,178500
199000,
359000,345000
290000,290000
219000,212000
247000,240000
190000,190000
182000,175000
,
204900,200000
289000,279000
219000,215000
229900,
245000,
219000,
244800,238000
160000,154000
230000,230000
160000,149000
247000,239700
314000,300000
237000,228000
173000,165000
259000,252000
,
539900,522900
279500,267500
239500,233000
259000,232000
245000,230000
248000,214000
425000,112000
329500,330000
159900,150000
197900,190000
177300,173300
258000,255000
215000,212000
289000,275000
725000,690000
238900,228000
214000,
335000,328000
239000,230000
339000,367000
245000,240000
229000,227000
219999,207000
227000,216000
299500,310000
199000,198000
239500,228000
260000,260000
273000,260000
188000,180000
345000,325000
259500,255000
229000,225000
,
279900,270000
179000,172000
314000,304200
359000,352500
233000,223000
179900,178000
498000,490000
325000,314000
232000,226000
349900,341000
259000,232900
270000,265000
345000,325000
225000,205000
439000,420000
223000,
234900,230000
469000,430000
298000,298000
315000,310000
398000,385000
310000,300000
399000,390000
259000,248000
164000,169000
204000,199000
,
779000,760000
269000,267000
399000,392000
225000,215000
259000,256000
260000,210238
369000,356000
248500,242000
297000,299500
399000,395000
240000,232000
209000,209000
214500,213300
,
268500,256000
,
280000,265000
380000,380000
199000,196000
,310000
190000,176500
299000,294000
321000,321000
,
327000,318000
228000,228000
187900,183500
274000,274000
309900,304000
459000,442000
398000,386000
244000,235000
180000,172000
167000,155000
259000,257000
348000,320000
234500,225000
382000,370000
279000,276000
257000,248000
629000,600000
247800,242000
255000,232900
275000,273000
275000,272000
239000,225000
235000,222000
399000,387500
274900,265000
,
,
,
285000,273000
331000,331000
310000,298000
324900,320000
208000,216000
279000,269000
284000,284000
405000,399000
219000,210000
299900,301500
299000,292000
234900,225000
398000,395000
145000,143500
365000,350000
294000,305000
164900,160000
245000,240000
229000,200000
183000,166000
,
259000,255000
239000,235000
264900,258000
189500,185000
399000,388000
174500,170000
224900,210000
,
274900,295000
330000,330000
409000,390000
220000,220000
269000,262500
,
284000,284000
,
399000,391500
199000,190000
395000,380000
209000,200000
185000,185000
274900,264000
,
339000,335000
280000,267500
209000,202500
269500,225000
265000,265000
249800,245000
279000,260000
209000,209000
287000,282000
209700,198750
278000,271000
239000,235000
385000,370000
189900,190000
419000,416000
469000,450000
304000,300000
192000,187000
389000,385000
385000,368000
,
280000,280000
279900,272000
275000,270000
,
,
,
368000,340000
,
325000,326600
389000,389000
,
329000,325000
297000,291000
319000,315000
,
375000,371000
,
239000,230000
279000,279500
182500,175000
,
264500,262500
237900,243500
,
,
376000,378000
269000,261000
324000,324000
669000,620000
,
269000,260000
192000,192000
349000,370000
259900,253000
189900,183000
199500,200000
,
259900,256000
319000,300000
309000,304500
255000,250000
389500,389500
279900,270000
239900,237000
349000,335000
165000,160000
,
299999,280000
221000,210000
429000,418000
449000,431500
,
275000,271500
369000,366000
229900,229900
319000,312000
899000,899000
599900,555000
267000,257000
283220,275000
285000,285000
279900,280000
,
419000,405000
,
289000,271000
200000,190000
,
,
309000,289000
216000,213000
,
,
155000,165000
189000,180000
,
,
,
299500,285000
206900,195000
568800,552000
295000,289000
339900,330000
315000,307000
,
399000,380000
479000,475000
310000,291750
,
292500,277400
410000,400000
,
296000,292000
185000,175000
274000,260000
449000,444000
,
295000,300000
199000,188000
149000,141000
185000,185000
250000,237000
175000,164000
189000,179000
,
,
,
214500,207000
185500,185500
,
299000,287000
211000,200000
225000,200000
339000,320000
380000,368000
269500,290000
265000,252000
282000,278000
284000,274000
449900,423000
265000,255000
,
259900,255000
229900,222000
,
176000,167000
199900,190000
300000,290000
179900,172000
239000,232000
,
685000,660000
274900,273900
219900,219000
,
162000,153000
480000,475000
299500,299500
200000,195000
250000,237000
279500,276000
225000,220000
317000,308000
199500,197000
324500,320000
215000,215000
172500,168000
189000,180000
274900,268000
629000,606000
240000,
124999,121700
339800,330000
314000,290000
254700,248000
299000,290000
319000,314000
275000,238000
335000,325000
349000,319000
219000,215000
245999,237000
399000,383000
259000,246500
365000,350000
430000,415000
349900,340000
293000,285000
187900,182000
275000,270000
259000,259000
339000,334000
349000,336000
229000,225000
274500,260000
359000,350000
359000,340000
364900,347000
300000,300000
319500,305000
495000,488000
284500,277000
187300,187000
249000,230000
669000,650000
245000,237500
,
209000,209000
325000,310000
315000,323000
380000,353000
,
275000,270000
300000,295000
199000,196500
345500,330000
154000,154000
269000,265000
330000,
143000,140000
239000,230000
167000,155000
331000,
99000,95000
298000,
235000,232000
185000,182000
240000,230000
265000,255000
158000,161000
357000,355000
182500,
179900,176500
152000,150000
277000,265000
242000,237000
429000,429000
179500,180000
298000,289000
235000,
229000,225000
249000,242000
168000,165000
310000,280000
237000,231000
214900,205000
199900,192000
339000,
255000,
210000,202000
398500,385000
252000,245000
179000,170000
319000,319000
385000,370000
349000,330000
229000,200000
220000,215000
164900,
75000,80000
75000,34000
,
325000,
279000,272000
329000,310000
274900,265000
,
319500,
179000,170000
272500,267500
134900,131660
164900,174000
249000,243000
268000,260000
259000,244350
143000,140000
234995,233000
105000,100000
,
165000,189000
244500,225000
219000,207000
,
,
249900,240000
335000,
254000,242000
289900,281000
249000,
199900,199900
239000,234000
,
319000,
239999,235000
234000,229000
264000,
133000,130000
215900,205000
,
224000,220000
265000,260000
289000,280000
249000,239000
285000,275000
449900,419000
,
372000,360000
209000,160000
299999,300000
248000,243000
289000,271000
289000,
289000,284000
279000,273000
269000,250000
204000,185000
258000,243000
239000,230500
220000,215000
259000,239000
449000,437000
249000,249000
130000,130000
199000,
299900,298000
309000,297000
229000,224000
422000,400000
242000,238000
225000,212000
529000,502500
275000,269000
209000,180000
289000,285000
379000,375000
455000,428000
,
399999,400000
230000,220000
389000,380000
,
189000,183000
294000,267500
379000,379000
435000,435000
,
379000,363000
,
289000,276000
649500,635000
233000,229000
479000,442500
279000,277500
249000,233100
209000,211000
235000,230000
374900,370000
429000,410000
449000,455000
449000,425000
289000,283000
299000,299000
299000,290000
,
289000,285000
247500,245000
219000,205000
309000,302000
219000,211000
230000,222000
629000,600000
240000,230000
232500,225000
279000,270000
210000,195000
239900,236500
269000,262000
,
399000,381500
268000,260000
209750,205000
,
250000,240000
319000,308000
253000,246000
,
210000,210000
232800,232800
455000,440000
529900,495000
,
318000,310000
239999,239999
299000,285000
,
249000,242500
260000,256000
298000,298000
214000,211000
259000,245000
246000,240000
245000,228500
244000,232500
224000,208500
