MlsNumber,Lat,Lng,City,BuyPrice,ConstructionYear,GenreCode,CatgCode,WalkScore,NbPieces,NbChambres,NbSallesEaux,NbSallesBains,NbFoyerPoele,NbEquipements,NbGarages,NbStationnements,NbPiscines,NbBordEaux,NbAnimals,NbCultures,IsNewPrice,IsNew,RevenuBrutPotentiel
16235435,45.62496268,-73.59905362,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),150000,,VE,PCI,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16242246,45.65232742,-73.50940212,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),159900,1992,AP,COP,77,5,2,0,1,0,0,0,1,0,0,0,0,0,0,28200
16244361,45.69448854,-73.49078461,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),143500,2014,AP,COP,34,5,1,0,1,0,0,0,1,0,0,0,0,0,0,14916
16264931,45.643093,-73.597791,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),174900,1990,AP,COP,32,8,2,0,1,1,0,1,1,0,0,0,0,0,0,0
16276343,45.63967586,-73.59109891,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),449000,2009,ME,UNI,62,12,4,2,1,0,0,2,1,0,0,0,0,0,0,32400
16312530,45.65718179,-73.56241658,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),369900,,ME,UNI,54,12,4,1,2,0,0,3,2,0,0,0,0,0,0,30204
16331656,45.66642571,-73.55657816,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),266000,2010,AP,COP,33,7,2,0,1,0,0,0,1,0,1,0,0,0,0,0
16399054,45.662676,-73.555524,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),269900,2006,AP,COP,36,7,3,0,1,1,0,3,1,0,0,0,0,0,0,21240
16426165,45.67947016,-73.4927845,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),349900,1983,ME,UNI,32,8,3,0,2,1,0,0,0,1,0,0,0,0,0,0
16456072,45.69508675,-73.489385,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),194900,2005,AP,COP,31,7,3,0,1,0,0,0,1,0,0,0,0,0,0,0
16458407,45.641109,-73.586838,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),349000,1981,PP,UNI,58,14,4,0,2,2,0,2,2,0,0,0,0,0,0,148440
16459827,45.65402106,-73.50376335,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),329000,1985,PP,UNI,59,7,4,0,2,1,0,1,2,0,0,0,0,0,0,0
16471699,45.63258452,-73.60179185,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),229000,1993,AP,COP,49,5,3,0,1,1,0,2,1,0,0,0,0,0,0,21600
16492099,45.6944311,-73.49181127,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),189000,1998,AP,COP,32,7,2,1,1,1,0,3,1,0,0,0,0,0,0,16800
16523008,45.64383933,-73.5056355,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),399000,1963,PP,UNI,75,17,7,0,4,1,0,0,1,1,0,0,0,0,0,30120
16523303,45.631239,-73.605426,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),479000,1989,PP,UNI,47,12,4,0,2,1,0,0,0,0,0,0,0,0,0,17400
16563029,45.639218,-73.593402,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),429000,1978,MPM,UNI,63,5,4,0,2,1,0,1,2,1,0,0,0,0,0,0
16627453,45.67455291,-73.49440604,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),210000,2013,AP,COP,37,6,2,0,1,1,0,3,1,0,0,0,0,0,0,24960
16630332,45.6747769,-73.49481225,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),187210,,AP,COP,43,5,2,0,1,0,0,1,1,0,0,0,0,0,0,0
16644729,45.65606295,-73.55344534,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),419900,2009,ME,UNI,24,8,3,1,2,1,0,1,2,2,0,0,0,0,0,31740
16678308,45.64216127,-73.59607019,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),285000,1974,PP,UNI,27,10,3,0,2,1,0,3,2,0,0,0,0,0,0,0
16688234,45.64163893,-73.59145305,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),359000,1985,ME,UNI,43,12,5,1,2,0,0,0,1,0,0,0,0,0,0,0
16738753,45.657591,-73.55523,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),349000,1992,ME,UNI,25,8,2,1,1,1,0,2,2,0,0,0,0,0,0,0
16742101,45.648435,-73.567859,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),189000,1990,AP,COP,57,6,3,0,1,0,0,0,1,0,0,0,0,0,0,0
16743671,45.63994583,-73.50923348,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),339000,1956,PP,UNI,68,13,6,0,2,0,0,0,1,1,0,0,0,0,0,0
16749997,45.65062442,-73.58218709,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),319900,1976,PP,UNI,48,10,5,0,2,1,0,1,2,1,0,0,0,0,0,25320
16779958,45.67875054,-73.50222588,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),209000,2005,AP,COP,31,6,3,0,1,1,0,0,1,0,0,0,0,0,0,28200
16804812,45.69084089,-73.49557068,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),389000,1991,MPM,UNI,34,8,3,0,2,1,0,3,2,2,0,0,0,0,0,0
16817285,45.67528218,-73.5371277,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),379000,2002,PP,UNI,8,6,2,0,1,0,0,0,2,1,0,0,0,0,0,0
16838801,45.635022,-73.499893,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),159900,1994,AP,COP,74,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0
16903934,45.69383512,-73.48167861,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),499900,1987,ME,UNI,36,10,2,1,1,1,0,0,1,0,0,0,0,0,0,0
16908423,45.655879,-73.555653,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),399900,1997,ME,UNI,25,11,4,2,1,0,0,1,2,1,0,0,0,0,0,16800
16942601,45.69104731,-73.49847972,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),192000,2004,AP,COP,33,5,2,0,1,1,0,0,1,0,0,0,0,0,0,31200
17005300,45.695774,-73.491085,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),193000,2005,AP,COP,31,6,2,0,1,0,0,1,2,0,0,0,0,0,0,0
17031627,45.6363725,-73.5988752,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),129900,1984,AP,COP,48,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0
17049396,45.657115,-73.563486,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),539000,2004,ME,UNI,54,14,5,1,3,0,0,2,2,1,0,0,0,0,0,0
17050978,45.658383,-73.562992,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),199900,2008,AP,COP,55,8,2,0,1,0,0,3,1,0,0,0,0,0,0,25920
17157977,45.642957,-73.512428,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),259000,1969,PP,UNI,67,10,3,0,2,1,0,1,1,0,0,0,0,0,0,28200
17200210,45.695012,-73.49253,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),179000,2000,AP,COP,32,6,2,0,1,1,0,0,1,0,0,0,0,0,0,0
17236902,45.672505,-73.495511,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),329000,1960,PP,UNI,48,7,3,0,2,0,0,1,2,1,0,0,0,0,0,0
17238922,45.631413,-73.61318,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),209900,1987,AP,COP,42,6,2,0,1,1,0,0,1,0,0,0,0,0,0,27540
17249337,45.65061201,-73.51059478,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),185000,2007,AP,COP,72,4,1,0,1,0,0,1,2,0,0,0,0,0,0,57960
17251506,45.657583,-73.57404,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),474900,1996,ME,UNI,45,8,5,1,2,1,0,0,0,0,0,0,0,0,0,113400
17369004,45.69540478,-73.4824325,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),298800,1988,ME,UNI,34,10,3,1,1,0,0,1,2,0,0,0,0,0,0,23100
17370448,45.638248,-73.503043,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),319900,1957,PP,UNI,65,11,5,0,2,1,0,0,1,0,0,0,0,0,0,35100
17406600,45.64699297,-73.50290203,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),339000,1966,PP,UNI,59,8,4,1,1,1,0,2,2,1,0,0,0,0,0,49200
17465043,45.65595787,-73.48944963,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),269900,1985,AP,COP,36,10,2,0,1,1,0,2,2,0,0,0,0,0,0,0
17483023,45.63647139,-73.59793763,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),339000,1986,ME,UNI,58,15,3,2,1,0,0,2,2,0,0,0,0,0,0,0
17575597,45.64577498,-73.59129119,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),399000,1980,PP,UNI,18,12,4,0,3,1,0,2,2,0,0,0,0,0,0,0
17586697,45.67878052,-73.50347042,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),263500,1994,ME,UNI,33,7,2,1,1,0,0,2,2,0,0,0,0,0,0,6600
17598667,45.6331799,-73.60266769,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),197000,1992,AP,COP,49,8,2,0,1,1,0,1,1,0,0,0,0,0,0,0
17611134,45.64182391,-73.50572415,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),189800,1983,AP,COP,67,8,3,0,1,1,0,0,1,0,0,0,0,0,0,0
17642417,45.670049,-73.508848,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),185900,1982,AP,COP,40,6,3,0,1,0,0,0,1,0,0,0,0,0,0,0
17642938,45.63761221,-73.59131813,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),359000,1983,PP,UNI,60,12,4,0,2,0,0,0,0,0,0,0,0,0,0,0
17654692,45.69005908,-73.49723681,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),198900,2005,AP,COP,30,7,3,0,1,1,0,0,1,0,0,0,0,0,0,23400
17668680,45.675153,-73.502977,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),219000,2004,AP,COP,52,7,2,0,1,0,0,1,1,0,0,0,0,0,0,0
17673635,45.65754956,-73.50677711,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),175000,1983,AP,COP,76,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0
17698981,45.656513,-73.507232,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),174900,1983,AP,COP,76,4,2,0,1,2,0,0,1,0,0,0,0,0,0,37200
17700701,45.67696469,-73.49835152,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),309000,1997,ME,UNI,8,9,4,1,2,0,0,0,1,1,0,0,0,0,0,25800
17710590,45.672236,-73.500021,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),295000,1958,PP,UNI,61,10,5,0,2,1,0,0,1,0,0,0,0,0,0,0
17718518,45.625356,-73.592328,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),389000,1982,PP,UNI,49,7,4,0,2,0,0,0,2,0,0,0,0,0,0,0
17751356,45.67201899,-73.50344761,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),225000,2007,AP,COP,53,6,2,0,1,0,0,2,2,0,0,0,0,0,0,0
17771292,45.67154,-73.502253,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),164900,1992,AP,COP,55,5,2,0,1,0,0,1,1,0,0,0,0,0,0,0
17771489,45.66029082,-73.55370651,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),309000,1994,ME,UNI,37,8,3,1,1,1,0,3,2,0,0,0,0,0,0,0
17793003,45.693788,-73.490911,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),151500,2014,AP,COP,34,6,2,0,1,0,0,0,1,0,0,0,0,0,0,27132
17800611,45.666849,-73.551198,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),209000,2008,AP,COP,31,5,2,0,1,0,0,0,1,0,0,0,0,0,0,19800
17808524,45.639819,-73.59156,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),188900,1956,ME,UNI,57,10,3,0,2,0,0,0,1,1,0,0,0,0,0,29400
17891978,45.68620593,-73.49039236,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),297900,1981,PP,UNI,32,8,3,0,2,1,0,0,1,0,0,0,0,0,0,0
17948080,45.6417073,-73.586694,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),439000,1985,PP,UNI,40,11,3,0,2,1,0,1,2,0,0,0,0,0,0,8040
17981965,45.652444,-73.56112,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),369000,1989,PP,UNI,52,10,4,0,2,1,0,2,2,0,0,0,0,0,0,27780
17985020,45.650729,-73.496853,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),165900,1984,AP,COP,36,5,2,0,1,1,0,0,1,0,0,0,0,0,0,38880
18010277,45.64657004,-73.58654857,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),389000,1981,PP,UNI,31,9,4,0,2,2,0,2,2,0,0,0,0,0,0,43080
18040873,45.65974894,-73.56156102,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),199900,2007,AP,COP,41,6,2,0,1,0,0,1,1,0,0,0,0,0,0,25200
18055416,45.65351321,-73.57589006,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),64000,,TR,TER,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18065434,45.65271728,-73.57477757,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),194000,1988,AP,COP,60,6,2,0,1,1,0,2,1,0,0,0,0,0,0,57600
18065939,45.658466,-73.496828,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),198800,1973,ME,UNI,28,7,3,1,1,0,0,1,2,0,0,0,0,0,0,27000
18077957,45.6299301,-73.60498667,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),689000,1981,MPM,UNI,50,11,4,0,4,1,0,3,2,0,0,0,0,0,0,0
18126673,45.693788,-73.490911,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),154500,2014,AP,COP,34,6,2,0,1,0,0,0,1,0,0,0,0,0,0,0
18145079,45.640816,-73.587467,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),469000,1981,ME,UNI,58,10,4,0,2,1,0,3,2,0,0,0,0,0,0,25200
18226787,45.69457172,-73.49061767,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),144500,2014,AP,COP,34,6,2,0,1,0,0,0,1,0,0,0,0,0,0,38700
18235264,45.65673717,-73.50738103,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),172000,1983,AP,COP,76,6,2,0,1,1,0,0,1,0,0,0,0,0,0,0
18253956,45.69457172,-73.49059385,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),151500,2014,AP,COP,34,6,2,0,1,0,0,0,1,0,0,0,0,0,0,27900
18268017,45.666573,-73.496827,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),234900,,ME,UNI,63,8,3,1,1,0,0,2,2,0,0,0,0,0,0,0
18279561,45.662869,-73.548077,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),245000,1994,AP,COP,28,10,2,1,1,1,0,1,2,0,0,0,0,0,0,0
18298509,45.69129084,-73.48367851,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),598800,1940,ME,UNI,34,13,3,0,3,1,0,0,1,1,0,0,0,0,0,0
18443759,45.641305,-73.599059,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),399900,1960,PP,UNI,33,8,4,0,2,1,0,3,2,0,0,0,0,0,0,0
18460703,45.66302166,-73.50366354,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),248000,,ME,UNI,63,12,4,0,2,0,0,0,1,0,0,0,0,0,0,0
18508897,45.64357795,-73.59546135,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),698000,2005,PP,UNI,31,24,6,2,2,1,0,3,2,0,0,0,0,0,0,0
18521538,45.63109705,-73.61575706,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),249000,1988,AP,COP,30,7,2,0,1,0,0,0,1,0,0,0,0,0,0,350388
18564555,45.654392,-73.57114,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),449000,1995,PP,UNI,59,13,4,1,1,0,0,3,2,0,0,0,0,0,0,31560
18565528,45.65369462,-73.58259436,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),1189000,1966,PP,UNI,40,13,5,1,4,2,0,2,2,2,1,0,0,0,0,10200
18578027,45.649479,-73.560136,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),299000,1974,C,PCI,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18582797,45.695022,-73.493618,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),192000,2002,AP,COP,31,7,3,0,1,1,0,0,1,0,0,0,0,0,0,0
18584190,45.62817713,-73.61755478,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),315000,1986,ME,UNI,52,11,3,1,1,1,0,2,2,0,0,0,0,0,0,86040
18717126,45.659628,-73.554432,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),269900,1987,ME,UNI,37,11,4,1,1,0,0,0,1,0,0,0,0,0,0,0
18720645,45.67006946,-73.53818893,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),368790,,ME,UNI,18,9,3,1,1,0,0,1,2,0,0,0,0,0,0,0
18736863,45.647722,-73.56867012,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),179000,1991,AP,COP,53,5,2,0,1,1,0,0,1,0,0,0,0,0,0,21888
18745814,45.68507342,-73.4895643,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),519000,1980,ME,UNI,30,14,3,1,2,1,0,0,1,2,1,0,0,0,0,0
18765447,45.63723713,-73.59309912,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),235000,1971,ME,UNI,60,6,3,0,2,0,0,0,1,0,0,0,0,0,0,46320
18816845,45.648435,-73.567859,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),224900,1991,AP,COP,57,5,3,0,1,1,0,0,1,0,0,0,0,0,0,0
18820116,45.636547,-73.600637,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),169000,1984,AP,COP,50,7,2,0,1,0,0,0,1,0,0,0,0,0,0,21000
18830735,45.67459699,-73.49472642,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),192982,,AP,COP,37,5,2,0,1,0,0,1,1,0,0,0,0,0,0,21480
18830986,45.63883,-73.590617,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),128000,1958,PP,UNI,65,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0
18834384,45.65244201,-73.51021731,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),169900,1984,AP,COP,76,5,2,0,1,1,0,0,1,0,0,0,0,0,0,0
18837085,45.692717,-73.494785,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),159900,1993,AP,COP,38,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0
18846478,45.640139,-73.573946,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),349000,1991,ME,UNI,48,11,3,1,2,1,0,2,2,0,0,0,0,0,0,0
18851691,45.651289,-73.508562,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),222500,2006,AP,COP,76,5,2,0,1,0,0,2,2,0,0,0,0,0,0,24060
18880741,45.652628,-73.509462,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),169000,1985,AP,COP,77,5,2,0,1,1,0,3,1,0,0,0,0,0,0,0
18952199,45.67375916,-73.49296689,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),349900,1984,ME,UNI,43,8,3,1,2,0,0,1,2,1,0,0,0,0,0,0
18959014,45.64386785,-73.58194446,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),465000,,TR,TER,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18970996,45.65433484,-73.57103419,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),265000,1948,PP,UNI,59,8,3,0,2,1,0,0,0,0,0,0,0,0,0,0
18997899,45.658832,-73.507669,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),88000,,VE,PCI,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30540
19001480,45.65140265,-73.4949922,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),159000,1993,AP,COP,35,4,1,0,1,0,0,0,1,0,0,0,0,0,0,16740
19014047,45.632846,-73.586175,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),419000,1977,ME,UNI,72,17,4,1,2,2,0,0,0,0,0,0,0,0,0,0
19016568,45.62858961,-73.59229217,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),239000,1990,AP,COP,68,5,2,0,1,0,0,0,1,0,0,0,0,0,0,24300
19021598,45.645494,-73.579644,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),338000,2004,ME,UNI,58,8,3,2,1,0,0,2,2,0,0,0,0,0,0,0
19062767,45.65278715,-73.56654413,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),395000,1950,ME,UNI,54,9,3,0,2,1,0,3,2,0,0,0,0,0,0,0
19096191,45.69309423,-73.49215454,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),169000,2009,AP,COP,34,7,2,0,1,0,0,0,1,0,0,0,0,0,0,22800
19106516,45.637557,-73.592614,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),269900,1978,ME,UNI,63,10,3,0,2,0,0,0,2,0,0,0,0,0,0,0
19183961,45.692717,-73.494785,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),169900,1992,AP,COP,32,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0
19212209,45.62905352,-73.59308689,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),257000,1984,ME,UNI,68,8,3,2,1,0,0,0,2,0,0,0,0,0,0,15000
19228005,45.67254038,-73.49265683,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),399800,1991,AP,COP,43,7,3,0,2,0,0,3,1,0,1,0,0,0,0,29280
19254170,45.66403053,-73.54945837,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),399900,2004,ME,UNI,33,12,3,1,1,1,0,2,1,0,0,0,0,0,0,29400
19290544,45.655879,-73.555653,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),270000,1988,ME,UNI,25,8,4,1,1,0,0,0,1,0,0,0,0,0,0,24480
19336576,45.69353,-73.493317,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),224900,1997,AP,COP,32,5,2,0,1,1,0,3,2,0,0,0,0,0,0,0
19336910,45.62924743,-73.61445407,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),269000,1996,ME,UNI,51,9,2,0,1,0,0,3,2,1,0,0,0,0,0,120600
19357797,45.697057,-73.483377,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),280000,1965,PP,UNI,34,7,3,1,1,1,0,3,2,1,0,0,0,0,0,0
19379369,45.65982528,-73.54515022,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),569000,2011,ME,UNI,23,17,3,1,2,0,0,3,2,0,0,0,0,0,0,0
19465321,45.657227,-73.574124,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),495000,2014,ME,UNI,45,10,5,1,1,0,0,0,2,0,0,0,0,0,0,0
19508964,45.65069095,-73.56424644,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),334000,1959,ME,UNI,55,9,4,1,1,1,0,0,1,1,0,0,0,0,0,0
19541618,45.639775,-73.576136,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),395000,1985,PP,UNI,59,9,3,0,2,1,0,3,2,0,0,0,0,0,0,38400
19583991,45.63413687,-73.58316073,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),349900,1974,ME,UNI,59,9,3,1,2,0,0,3,2,0,0,0,0,0,0,116700
19587435,45.65937745,-73.54958296,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),419089,,ME,UNI,21,8,3,1,1,0,0,1,2,0,0,0,0,0,0,24600
19597499,45.65745748,-73.49809003,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),199900,1973,ME,UNI,26,9,4,1,1,0,0,0,1,0,0,0,0,0,0,0
19599052,45.67446205,-73.49464059,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),207360,,AP,COP,37,6,2,0,1,0,0,1,1,0,0,0,0,0,0,23100
19635809,45.67744689,-73.50177537,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),192000,2004,AP,COP,26,7,2,0,1,0,0,0,0,0,0,0,0,0,0,25200
19658607,45.67876042,-73.50600249,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),299000,2000,ME,UNI,20,9,3,1,1,0,0,2,2,1,0,0,0,0,0,0
19781400,45.638135,-73.493661,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),184500,2013,AP,COP,63,7,2,0,1,0,0,0,1,0,0,0,0,0,0,58260
19884836,45.645428,-73.592187,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),699000,1980,ME,UNI,35,11,4,1,4,1,0,2,2,1,0,0,0,0,0,18600
19896255,45.656557,-73.496255,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),325000,1981,PP,UNI,43,9,3,0,2,1,0,0,1,0,0,0,0,0,0,213840
19946907,45.67459789,-73.49464208,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),294900,,ME,UNI,37,13,3,1,1,0,0,2,1,0,0,0,0,0,0,0
19950352,45.65643011,-73.56601417,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),245000,1962,PP,UNI,55,6,3,0,2,1,0,0,1,1,0,0,0,0,0,0
19966066,45.66458125,-73.55928719,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),219500,2010,AP,COP,42,5,2,0,1,1,0,1,1,0,0,0,0,0,0,0
19967017,45.65682104,-73.49221266,Rivi̬re-des-Prairies/Pointe-aux-Trembles (Montr̩al),349900,1983,PP,UNI,37,7,3,0,2,0,0,1,2,0,0,0,0,0,0,201540
